TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,FGA,FG_PCT,FG3A,FG3_PCT,EFG_PCT,TS_PCT,PACE,POSS,OFF_RATING,DEF_RATING,NET_RATING,SEASON,FGA_PER_POSS
1610612763,Memphis Grizzlies,82,42,40,0.512,6859,0.44,1521,0.331,0.477,0.524,93.95,7763,104.7,107.1,-2.4,2015-16,0.8835501739018421
1610612748,Miami Heat,82,48,34,0.585,6697,0.47,1480,0.336,0.508,0.545,94.14,7779,105.5,103.7,1.7,2015-16,0.8609075716673095
1610612749,Milwaukee Bucks,82,33,49,0.402,6740,0.467,1277,0.345,0.499,0.537,95.05,7858,103.4,107.8,-4.5,2015-16,0.8577246118605243
1610612750,Minnesota Timberwolves,82,29,53,0.354,6668,0.464,1347,0.338,0.498,0.549,96.2,7965,105.4,109.0,-3.5,2015-16,0.8371625863151287
1610612740,New Orleans Pelicans,82,30,52,0.366,7040,0.448,1951,0.36,0.498,0.537,97.64,8041,104.8,108.4,-3.7,2015-16,0.8755129958960328
1610612752,New York Knicks,82,32,50,0.39,6886,0.439,1762,0.346,0.483,0.527,94.12,7763,103.9,106.7,-2.8,2015-16,0.8870282107432693
1610612760,Oklahoma City Thunder,82,55,27,0.671,7082,0.476,1945,0.349,0.524,0.565,97.54,8061,112.1,104.8,7.4,2015-16,0.8785510482570401
1610612753,Orlando Magic,82,35,47,0.427,7120,0.455,1818,0.35,0.5,0.533,96.68,8018,104.4,106.0,-1.6,2015-16,0.8880019955101023
1610612755,Philadelphia 76ers,82,10,72,0.122,6887,0.431,2255,0.339,0.487,0.519,98.44,8119,98.4,108.6,-10.2,2015-16,0.8482571745288828
1610612756,Phoenix Suns,82,23,59,0.28,7018,0.435,2118,0.348,0.487,0.526,99.39,8152,101.5,107.9,-6.5,2015-16,0.8608930323846908
1610612757,Portland Trail Blazers,82,44,38,0.537,7040,0.45,2336,0.37,0.511,0.548,97.06,8012,107.6,106.8,0.8,2015-16,0.8786819770344483
1610612758,Sacramento Kings,82,33,49,0.402,7083,0.464,1839,0.359,0.51,0.546,100.66,8302,105.3,107.6,-2.3,2015-16,0.8531679113466635
1610612759,San Antonio Spurs,82,67,15,0.817,6797,0.484,1518,0.375,0.526,0.564,94.54,7767,109.3,98.2,11.1,2015-16,0.8751126561091799
1610612761,Toronto Raptors,82,56,26,0.683,6669,0.451,1915,0.37,0.504,0.552,93.35,7707,109.3,104.8,4.4,2015-16,0.865317244063838
1610612762,Utah Jazz,82,40,42,0.488,6593,0.449,1956,0.355,0.501,0.54,91.66,7625,105.0,103.2,1.8,2015-16,0.864655737704918
1610612764,Washington Wizards,82,41,41,0.5,7033,0.46,1983,0.358,0.511,0.544,99.16,8163,104.5,105.1,-0.5,2015-16,0.8615705010412839
1610612737,Atlanta Hawks,82,43,39,0.524,6918,0.451,2137,0.341,0.504,0.541,97.76,8091,104.5,105.2,-0.7,2016-17,0.8550241008527995
1610612738,Boston Celtics,82,53,29,0.646,6977,0.454,2741,0.359,0.525,0.567,97.21,8005,110.6,108.0,2.6,2016-17,0.87158026233604
1610612751,Brooklyn Nets,82,20,62,0.244,6987,0.444,2591,0.338,0.507,0.551,101.75,8371,103.6,110.1,-6.5,2016-17,0.8346673037868833
1610612766,Charlotte Hornets,82,36,46,0.439,7000,0.442,2347,0.351,0.501,0.547,95.92,7934,108.4,108.4,0.0,2016-17,0.8822788001008318
1610612741,Chicago Bulls,82,41,41,0.5,7141,0.444,1831,0.34,0.487,0.53,96.02,7919,106.5,106.2,0.3,2016-17,0.9017552721303195
1610612739,Cleveland Cavaliers,82,51,31,0.622,6963,0.47,2779,0.384,0.547,0.58,96.74,8019,112.8,109.7,3.1,2016-17,0.8683127572016461
1610612742,Dallas Mavericks,82,33,49,0.402,6750,0.44,2473,0.355,0.505,0.541,93.11,7668,104.7,107.7,-3.0,2016-17,0.8802816901408451
1610612743,Denver Nuggets,82,40,42,0.488,7194,0.469,2365,0.368,0.53,0.568,99.18,8167,112.2,111.7,0.4,2016-17,0.8808620056324231
1610612765,Detroit Pistons,82,37,45,0.451,7282,0.449,1915,0.33,0.492,0.521,95.52,7890,105.3,106.7,-1.4,2016-17,0.9229404309252218
1610612744,Golden State Warriors,82,67,15,0.817,7140,0.495,2562,0.383,0.563,0.597,100.37,8279,114.8,103.4,11.4,2016-17,0.8624229979466119
1610612745,Houston Rockets,82,55,27,0.671,7152,0.462,3306,0.357,0.545,0.583,100.55,8289,114.1,108.4,5.7,2016-17,0.8628302569670648
1610612754,Indiana Pacers,82,42,40,0.512,6931,0.465,1885,0.376,0.516,0.558,96.59,7989,107.9,108.1,-0.2,2016-17,0.8675679058705721
1610612746,LA Clippers,82,51,31,0.622,6820,0.475,2245,0.375,0.537,0.574,96.77,7968,111.8,107.5,4.4,2016-17,0.8559236947791165
1610612747,Los Angeles Lakers,82,26,56,0.317,7164,0.45,2110,0.346,0.501,0.537,99.26,8143,105.3,112.0,-6.7,2016-17,0.8797740390519465
1610612763,Memphis Grizzlies,82,43,39,0.524,6854,0.435,2169,0.354,0.491,0.535,92.84,7702,107.0,106.5,0.5,2016-17,0.88989872760322
1610612748,Miami Heat,82,41,41,0.5,7037,0.455,2213,0.365,0.512,0.541,95.51,7875,107.4,106.4,1.0,2016-17,0.8935873015873016
1610612749,Milwaukee Bucks,82,42,40,0.512,6715,0.474,1946,0.37,0.527,0.565,94.99,7828,108.5,108.7,-0.2,2016-17,0.8578180889115994
1610612750,Minnesota Timberwolves,82,31,51,0.378,6922,0.467,1723,0.349,0.511,0.555,95.48,7870,110.0,110.9,-0.9,2016-17,0.8795425667090216
1610612740,New Orleans Pelicans,82,34,48,0.415,7130,0.45,2196,0.35,0.504,0.539,98.56,8173,104.7,106.8,-2.1,2016-17,0.8723846812675884
1610612752,New York Knicks,82,31,51,0.378,7256,0.447,2022,0.348,0.496,0.534,96.63,7990,107.1,110.7,-3.6,2016-17,0.9081351689612015
1610612760,Oklahoma City Thunder,82,47,35,0.573,7169,0.452,2116,0.327,0.5,0.54,98.18,8099,107.9,107.1,0.8,2016-17,0.8851710087665143
1610612753,Orlando Magic,82,29,53,0.354,7133,0.44,2139,0.328,0.489,0.524,96.9,7989,103.7,110.3,-6.5,2016-17,0.8928526724245838
1610612755,Philadelphia 76ers,82,28,54,0.341,6992,0.442,2443,0.34,0.501,0.539,99.07,8179,102.7,108.2,-5.5,2016-17,0.8548722337694095
1610612756,Phoenix Suns,82,24,58,0.293,7260,0.45,1854,0.332,0.493,0.538,100.85,8320,106.1,111.3,-5.2,2016-17,0.8725961538461539
1610612757,Portland Trail Blazers,82,41,41,0.5,7059,0.459,2272,0.375,0.52,0.559,97.38,8088,109.4,110.0,-0.6,2016-17,0.8727744807121661
1610612758,Sacramento Kings,82,32,50,0.39,6734,0.461,1960,0.376,0.516,0.556,95.42,7911,106.6,110.8,-4.2,2016-17,0.851219820503097
1610612759,San Antonio Spurs,82,61,21,0.744,6864,0.469,1927,0.391,0.524,0.564,94.86,7832,110.3,102.9,7.4,2016-17,0.8764044943820225
1610612761,Toronto Raptors,82,51,31,0.622,6918,0.464,1996,0.363,0.517,0.561,95.41,7867,111.4,107.1,4.3,2016-17,0.8793695182407525
1610612762,Utah Jazz,82,51,31,0.622,6515,0.466,2128,0.372,0.526,0.563,92.09,7579,109.0,104.7,4.3,2016-17,0.8596120860271804
1610612764,Washington Wizards,82,49,33,0.598,7137,0.475,2030,0.372,0.528,0.564,97.94,8109,110.4,108.8,1.7,2016-17,0.8801331853496115
1610612737,Atlanta Hawks,82,24,58,0.293,7015,0.446,2544,0.36,0.512,0.547,98.76,8114,104.4,110.1,-5.7,2017-18,0.8645550899679566
1610612738,Boston Celtics,82,55,27,0.671,6975,0.45,2492,0.377,0.518,0.552,96.75,7987,106.8,103.2,3.6,2017-18,0.8732941029172405
1610612751,Brooklyn Nets,82,28,54,0.341,7114,0.441,2924,0.356,0.514,0.551,99.66,8238,106.1,109.7,-3.6,2017-18,0.8635591162903618
1610612766,Charlotte Hornets,82,36,46,0.439,7106,0.45,2233,0.369,0.508,0.549,98.66,8143,109.0,109.0,-0.1,2017-18,0.872651356993737
